name_hotel,address,latitude,longitude,avg_rating,state_name,city_name,cat_name,sentimiento,url
Econo Lodge,"ECONO LODGE, 1850 EASTON AVE, SOMERSET, NJ 08873",40.537245,-74.513074,3.1,New Jersey,Somerset,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c3c0ba0b1ce7b1:0xa9f526462ee11121?authuser=-1&hl=en&gl=us
Cape Cod Cozy Cottages,"CAPE COD COZY COTTAGES, 111A SALT MARSH RD, EAST SANDWICH, MA 02537",41.75438,-70.4505109,4.5,Massachusetts,East Sandwich,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e4cadebddb8301:0x899993f3f7faf2ca?authuser=-1&hl=en&gl=us
Frisco Nordic Center,"FRISCO NORDIC CENTER, 616 RECREATION WAY, FRISCO, CO 80443",39.575,-106.0777778,4.7,Colorado,Frisco,Resort,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x876a5c2717e81e27:0xf3e8523eb2be16f4?authuser=-1&hl=en&gl=us
Cook Station Mercantile Co. Hotel & Cottages,"COOK STATION MERCANTILE CO. HOTEL & COTTAGES, 41 DELCOUR RD, COOK STATION, MO 65449",37.81278,-91.437564,5.0,Missouri,Cook Station,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87da30b19853c5a9:0xc0015f87d0f0184b?authuser=-1&hl=en&gl=us
Tyme Square INN Suites,"TYME SQUARE INN SUITES, 2505 6TH ST, LIMON, CO 80828",39.2697916,-103.7114851,3.7,Colorado,Limon,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x876d51952c74a327:0x8e5fab15dfdba2b1?authuser=-1&hl=en&gl=us
New Day Spa Salon,"NEW DAY SPA SALON, 4710 95TH ST, OAK LAWN, IL 60453",41.7205878,-87.7387195,4.3,Illinois,Oak Lawn,Resort,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x880e3a605b801189:0xf4b5099006e604f0?authuser=-1&hl=en&gl=us
Best Western Plus Miami Airport,"BEST WESTERN PLUS MIAMI AIRPORT, 131 FAIRWAY DR, MIAMI SPRINGS, FL 33166",25.8087307,-80.2856589,4.6,Florida,Miami Springs,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b91abd964ddb:0x382c13090a2796e5?authuser=-1&hl=en&gl=us
Crane Shop,"CRANE SHOP, NAVAL BASE GOLF COURSE, NAVEL, NORFOLK, VA 23511",36.9541574,-76.318952,5.0,Virginia,,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89ba9bb496362007:0xa2b732393fad634a?authuser=-1&hl=en&gl=us
Comfort Suites University,"COMFORT SUITES UNIVERSITY, 1020 PLANTATION RD, BLACKSBURG, VA 24060",37.2270497,-80.44413949999999,3.8,Virginia,Blacksburg,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x884d953752c65781:0x550bc3f5972a1597?authuser=-1&hl=en&gl=us
Ice Fish Inn,"ICE FISH INN, 177 CENTRAL ST, MILLINOCKET, ME 04462",45.6575776,-68.709948,4.0,Maine,Millinocket,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cbab36441be944d:0x98bb7d4a7b467e2f?authuser=-1&hl=en&gl=us
Wyndam Hotel Resorts,"WYNDAM HOTEL RESORTS, 2443 GA-54, PEACHTREE CITY, GA 30269",33.4046845,-84.575407,4.2,Georgia,Peachtree City,Resort,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f4ea260fb0f4cd:0x9f0d42d949e1e540?authuser=-1&hl=en&gl=us
Blacks Fork River Lodge,"BLACKS FORK RIVER LODGE, 4033 WY-411, FORT BRIDGER, WY 82933",41.2590751,-110.4115753,4.9,Wyoming,Fort Bridger,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8751abf029d85e49:0xad2aa8a129725803?authuser=-1&hl=en&gl=us
The Woodland Hotel,"THE WOODLAND HOTEL, 207 CENTRAL AVE, OWEN, WI 54460",44.9487875,-90.5641634,4.4,Wisconsin,Owen,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87ff81a76f752559:0x82e9bca236f26d0e?authuser=-1&hl=en&gl=us
Vail Realty,"VAIL REALTY, 302 HANSON RANCH RD #208, VAIL, CO 81657",39.640326,-106.3727751,4.3,Colorado,Vail,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x876a706cfff98217:0x4dd68a5a3ac3559e?authuser=-1&hl=en&gl=us
double r ranch,"DOUBLE R RANCH, 7742 QUAKER DR, SUFFOLK, VA 23437",36.6203163,-76.7821779,4.7,Virginia,Suffolk,Hotel,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89b01f1f73acf50d:0x8c14d4a6743a1942?authuser=-1&hl=en&gl=us
Leelanau Chalets and Vacation Rentals Up North,"LEELANAU CHALETS AND VACATION RENTALS UP NORTH, 6558 S LAKE LEELANAU DR, TRAVERSE CITY, MI 49684",44.884343,-85.691437,3.8,Michigan,Traverse City,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x881e2937096df321:0x5bfc016a01fb5d11?authuser=-1&hl=en&gl=us
The Beldon,"THE BELDON, 555 N FRIENDSWOOD DR, FRIENDSWOOD, TX 77546",29.5391674,-95.2121276,5.0,Texas,Friendswood,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x86409a8f74fd6855:0x45863f8878977dcd?authuser=-1&hl=en&gl=us
Artistic Cutters Salon & Day Spa,"ARTISTIC CUTTERS SALON & DAY SPA, 35 ROCKY SLOPE RD, GREENVILLE, SC 29607",34.839193,-82.333956,4.8,South Carolina,Greenville,Resort,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88582f03283f1d1b:0xd14ad8c6c77348ec?authuser=-1&hl=en&gl=us
North Beach Services,"NORTH BEACH SERVICES, 719 NORTH BEACH BOULEVARD, NORTH MYRTLE BEACH, SC 29582",33.7953633,-78.7420856,4.7,South Carolina,North Myrtle Beach,Lodge,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x890064546f7161d7:0x516fb26a9219bae2?authuser=-1&hl=en&gl=us
Steele Creek Lodge Rental,"STEELE CREEK LODGE RENTAL, 368 JUNIPER AVE, SATSUMA, AL 36572",30.8558161,-88.0404102,4.6,Alabama,Satsuma,Lodge,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x889a57c7fd67cf97:0x6f5a890673f0f8b5?authuser=-1&hl=en&gl=us
Beach Club,"BEACH CLUB, 400 BEACH CLUB LN, SEA ISLAND, GA 31561",31.1801527,-81.3474645,4.6,Georgia,Sea Island,Hotel,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e4d023b2a2a65d:0xcfc5b870919ef38e?authuser=-1&hl=en&gl=us
Holidayfarm Guest House,"HOLIDAYFARM GUEST HOUSE, 56 SMITH ST, HYANNIS, MA 02601",41.638975,-70.3055574,5.0,Massachusetts,Hyannis,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89fb31a4b006bb91:0x6cd4c8a76947cb04?authuser=-1&hl=en&gl=us
Travelodge Golden Gate,"TRAVELODGE GOLDEN GATE, 2230 LOMBARD ST, SAN FRANCISCO, CA 94123",37.7999472,-122.4384681,3.4,California,San Francisco,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808580d6d5c4a129:0xa7a5743f52bcd6e2?authuser=-1&hl=en&gl=us
Hotel Hollywood Luxury Suites,"HOTEL HOLLYWOOD LUXURY SUITES, 7357 FRANKLIN AVE, LOS ANGELES, CA 90046",34.103798,-118.3506464,4.0,California,Los Angeles,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2bff0ce851a55:0xc93c29742c1b0b94?authuser=-1&hl=en&gl=us
New Paradise Men's Spa,"NEW PARADISE MEN'S SPA, 346 W 53RD ST, NEW YORK, NY 10019",40.7648616,-73.9868137,4.4,New York,New York,Resort,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258577a8cbecb:0x851478c97e1927cb?authuser=-1&hl=en&gl=us
McCann Home (Residence),"MCCANN HOME (RESIDENCE), 32305 BLANTON RD, DADE CITY, FL 33523",28.4220447,-82.2812697,3.7,Florida,Dade City,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2aa38605622d9:0xbf1919741fbde610?authuser=-1&hl=en&gl=us
Pele’s Eye,"PELE’S EYE, 93-5129 NANI ALA RD, NAALEHU, HI 96772",18.9886992,-155.6480822,5.0,Hawaii,Naalehu,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x795139e923c7523d:0x74d3e690926226b3?authuser=-1&hl=en&gl=us
Acapulco Hotel and Resort,"ACAPULCO HOTEL AND RESORT, 2505 S ATLANTIC AVE, DAYTONA BEACH, FL 32118",29.187662,-80.988129,3.3,Florida,Daytona Beach,Resort,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e6d9e1c3e0e58f:0x43f48d76ef245a07?authuser=-1&hl=en&gl=us
Governors' Waterpark & Fitness Center,"GOVERNORS' WATERPARK & FITNESS CENTER, 2050 GOVERNOR'S DR SUITE C, CASSELTON, ND 58012",46.8772571,-97.2123065,4.0,North Dakota,Casselton,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x52cf3f076f9861db:0x2215fc70357c0c41?authuser=-1&hl=en&gl=us
Audubon Park Lodge #272,"AUDUBON PARK LODGE #272, 2821 W NORTHWEST BLVD, SPOKANE, WA 99205",47.6867793,-117.4534168,4.3,Washington,Spokane,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x549e19a6f3fec42b:0x6a0b667860ff7baf?authuser=-1&hl=en&gl=us
Knights Inn Chattanooga/Airport Area,"KNIGHTS INN CHATTANOOGA/AIRPORT AREA, 6914 SHALLOWFORD RD, CHATTANOOGA, TN 37421",35.0440165,-85.1612486,3.3,Tennessee,Chattanooga,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88606391ab88bebd:0x5242f139495e5a5e?authuser=-1&hl=en&gl=us
"TAJ Hospitality Management, LLC","TAJ HOSPITALITY MANAGEMENT, LLC, 4416 74TH ST SUITE #86, LUBBOCK, TX 79424",33.5274709,-101.9081449,5.0,Texas,,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x86fe6daa442d4e5f:0x725728700ba4ee67?authuser=-1&hl=en&gl=us
Asc walaal,"ASC WALAAL, 3665 EAKIN RD, COLUMBUS, OH 43228",39.9390025,-83.0959606,1.0,Ohio,Columbus,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88389b64fe4a2df5:0xf605b56b8aeca068?authuser=-1&hl=en&gl=us
Patti's Murmuring Waters Lodge,"PATTI'S MURMURING WATERS LODGE, 8120 MURMURING WATER DR, ST GERMAIN, WI 54558",45.9601402,-89.48852529999999,4.7,Wisconsin,St Germain,Lodge,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x4d55c91886a41d6f:0xa1a0d5a27cf9166a?authuser=-1&hl=en&gl=us
Bibs Resort,"BIBS RESORT, 1624 SHIELDS RD, ST GERMAIN, WI 54558",45.9234495,-89.4530916,4.6,Wisconsin,St Germain,Resort,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x4d55ca21975de16f:0xfa9893d5755fc1fa?authuser=-1&hl=en&gl=us
Cape Escape Vacation Rentals: Cape San Blas in Barrier Dunes,"CAPE ESCAPE VACATION RENTALS: CAPE SAN BLAS IN BARRIER DUNES, 149 SAND PINE DR, PORT ST JOE, FL 32456",29.7481727,-85.3992004,4.8,Florida,Port St Joe,Resort,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x889492fc300fe0cb:0xda794f202f272729?authuser=-1&hl=en&gl=us
Florida Beach House,"FLORIDA BEACH HOUSE, 7327 CAPE SAN BLAS RD, PORT ST JOE, FL 32456",29.7357604,-85.39316529999999,4.6,Florida,Port St Joe,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8894931e8c233567:0x7339ed4fb96071e4?authuser=-1&hl=en&gl=us
Days Inn Meadville Conference Center,"DAYS INN MEADVILLE CONFERENCE CENTER, 18360 CONNEAUT LAKE RD, MEADVILLE, PA 16335",41.6215112,-80.1697291,3.0,Pennsylvania,Meadville,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x883257295ad65179:0xe3a00862a82c4a04?authuser=-1&hl=en&gl=us
O'Neill Hotel,"O'NEILL HOTEL, 112 ALLEGHENY ST, HOLLIDAYSBURG, PA 16648",40.428189,-78.39618109999999,4.8,Pennsylvania,Hollidaysburg,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89cb9690a312b503:0x5b1a3906c29b6574?authuser=-1&hl=en&gl=us
The Hunter's Lair,"THE HUNTER'S LAIR, 318 CEDAR AVE, CRAWFORD, CO 81415",38.7025551,-107.6082311,4.9,Colorado,Crawford,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87409ec52200edef:0xba025e6fdeb54f90?authuser=-1&hl=en&gl=us
Courtyard by Marriott Salt Lake City Cottonwood,"COURTYARD BY MARRIOTT SALT LAKE CITY COTTONWOOD, 7341 CANYON CENTRE PKWY, COTTONWOOD HEIGHTS, UT 84121",40.6177186,-111.790457,5.0,Utah,Cottonwood Heights,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x875263ab91d8ec57:0x1c637706c0c876e0?authuser=-1&hl=en&gl=us
"Mt Vernon Inn Escondido, CA","MT VERNON INN ESCONDIDO, CA, 501 W MISSION AVE, ESCONDIDO, CA 92025",33.127083,-117.09183,3.3,California,,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dbf4bd699eeadf:0xb1d2535d7e044ea4?authuser=-1&hl=en&gl=us
The Roosevelt,"THE ROOSEVELT, 4275 WA-109, PACIFIC BEACH, WA 98571",47.1952197,-124.1993029,4.3,Washington,Pacific Beach,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x54920d9962ac8187:0x80dd96fa8052eb6c?authuser=-1&hl=en&gl=us
Big Joe's State Park Motel,"BIG JOE'S STATE PARK MOTEL, 272 US-23, HARRISVILLE, MI 48740",44.6484227,-83.3021701,4.2,Michigan,Harrisville,Motel,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88275cd4dd217fef:0x9f1a1f3164d3b74b?authuser=-1&hl=en&gl=us
Caledonia Bed and Breakfast,"CALEDONIA BED AND BREAKFAST, 211 W BROADWAY ST, PHILIPSBURG, MT 59858",46.3328308,-113.2963396,5.0,Montana,Philipsburg,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x535c751df6adf7a7:0x2b80dfedf24a1625?authuser=-1&hl=en&gl=us
Clarion Inn,"CLARION INN, 1060 NE CLEVELAND AVE, GRESHAM, OR 97030",45.5050205,-122.4207013,3.2,Oregon,Gresham,Inn,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x54959860b2670ca3:0x90feca15a053a8a6?authuser=-1&hl=en&gl=us
Holiday Inn Patriot-Williamsburg,"HOLIDAY INN PATRIOT-WILLIAMSBURG, 3032 RICHMOND RD, WILLIAMSBURG, VA 23185",37.3061404,-76.7305023,2.4,Virginia,Williamsburg,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89b089569175956f:0x41eab84c7e1490ff?authuser=-1&hl=en&gl=us
Ronald Reagan Lodge,"RONALD REAGAN LODGE, 7850 VOA PARK DR, WEST CHESTER TOWNSHIP, OH 45069",39.3663147,-84.35866229999999,4.5,Ohio,West Chester Township,Lodge,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88405a1ead3890c9:0xcf8d9cfb91bc58b?authuser=-1&hl=en&gl=us
The Grand NYC Apartments,"THE GRAND NYC APARTMENTS, 38 W 31ST ST, NEW YORK, NY 10001",40.7472082,-73.98794509999999,2.6,New York,New York,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259a8c72ce547:0xb21944dfe33352a9?authuser=-1&hl=en&gl=us
Flip Flop Therapy,"FLIP FLOP THERAPY, 220 SEACREST BEACH BLVD E, ROSEMARY BEACH, FL 32461",30.2837718,-86.01829839999999,4.4,Florida,Rosemary Beach,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8893ee020d835be5:0xf18d68385eab2e8f?authuser=-1&hl=en&gl=us
Matterhorn,"MATTERHORN, RESORT SUMMIT DR, ESCONDIDO, CA 92026",33.2326482,-117.1373131,4.5,California,Escondido,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80db899a96551d11:0x3dfe025f682dea86?authuser=-1&hl=en&gl=us
wildwood inn,"WILDWOOD INN, 401 HEMLOCK ST, GATLINBURG, TN 37738",35.7207205,-83.5115601,1.0,Tennessee,Gatlinburg,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x885955e0cec88f27:0xd7567a29784f7af3?authuser=-1&hl=en&gl=us
Little L Estate,"LITTLE L ESTATE, 7527 GA-326, COMMERCE, GA 30530",34.2641138,-83.3363633,4.9,Georgia,Commerce,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f61c2026cdc96f:0xd4c4d373e131dc60?authuser=-1&hl=en&gl=us
Stonegate Villas,"STONEGATE VILLAS, 65260 DRIVE THRU TREE RD, LEGGETT, CA 95585",39.846173,-123.694037,4.9,California,Leggett,Motel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x54d4ce1daad5fdb3:0x91a084af4330c43f?authuser=-1&hl=en&gl=us
Crossland Spokane-Valley,"CROSSLAND SPOKANE-VALLEY, 12803 E SPRAGUE AVE, SPOKANE VALLEY, WA 99216",47.658071,-117.233626,3.3,Washington,Spokane Valley,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x549e206f3b0428c3:0xd16e18b34dd7c5eb?authuser=-1&hl=en&gl=us
Ober Housing,"OBER HOUSING, 331 LONG BRANCH RD, GATLINBURG, TN 37738",35.7085533,-83.5251159,4.3,Tennessee,Gatlinburg,Lodge,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x885955c89d4daee7:0x30e5dd31336881b6?authuser=-1&hl=en&gl=us
Timberwood Lodge,"TIMBERWOOD LODGE, 4025 PARKWAY, PIGEON FORGE, TN 37863",35.7768868,-83.54336169999999,3.0,Tennessee,Pigeon Forge,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x885bfe5198ba8721:0x8ce17cf7d0963899?authuser=-1&hl=en&gl=us
Sugar creek retreat,"SUGAR CREEK RETREAT, 8214 W STATE RD 234, WAVELAND, IN 47989",39.9352662,-87.057779,4.9,Indiana,Waveland,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x886d2d57369a1b4b:0xa7c1afe28a26ad88?authuser=-1&hl=en&gl=us
Perfect Ten by Carolina Designs Vacation Rentals,"PERFECT TEN BY CAROLINA DESIGNS VACATION RENTALS, 1021 LIGHTHOUSE DR, COROLLA, NC 27927",36.3587551,-75.81986959999999,4.6,North Carolina,Corolla,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89a52fecea8fbf1d:0x9dc386f1d7bc8c65?authuser=-1&hl=en&gl=us
Plaza Inn-Albuquerque,"PLAZA INN-ALBUQUERQUE, 900 MEDICAL ARTS AVE NE, ALBUQUERQUE, NM 87102",35.0901723,-106.6333211,3.4,New Mexico,Albuquerque,Inn,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87220ca64249fb8b:0x41a4789c341b4b89?authuser=-1&hl=en&gl=us
Millstream Resort Motel,"MILLSTREAM RESORT MOTEL, 401 MILL ST, COTTONWOOD FALLS, KS 66845",38.3746304,-96.5424345,4.9,Kansas,Cottonwood Falls,Motel,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87bbfa319047e2e9:0xe72bef9af4c493f3?authuser=-1&hl=en&gl=us
Snow Ridge Village,"SNOW RIDGE VILLAGE, SECTION 67 TELMARK & WESTWOODS, BLAKESLEE, PA 18610",41.1069679,-75.6616082,4.2,Pennsylvania,Blakeslee,Lodge,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c4fc2dee0054fd:0xe010199c4ca9e4c?authuser=-1&hl=en&gl=us
"Motel 6 Copperas Cove, TX","MOTEL 6 COPPERAS COVE, TX, 341 CONSTITUTION DR, COPPERAS COVE, TX 76522",31.1171219,-97.8689216,3.2,Texas,,Motel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x865ab3fefb0aa44f:0xb96b3a2c7bc97a3f?authuser=-1&hl=en&gl=us
Tera Miranda Marina Resort,"TERA MIRANDA MARINA RESORT, 28251 S 561 RD, AFTON, OK 74331",36.6110393,-94.8675158,4.4,Oklahoma,Afton,Resort,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87c8318b62e9c9e5:0xe3ee24488583c32f?authuser=-1&hl=en&gl=us
Quality Inn,"QUALITY INN, 67585 HACIENDA AVE, DESERT HOT SPRINGS, CA 92240",33.9537749,-116.4818796,3.6,California,Desert Hot Springs,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80db1f6267af0e01:0xfbe11069a757bb72?authuser=-1&hl=en&gl=us
"Hodgkins, IL","HODGKINS, IL, HODGKINS, IL 60525",41.7689207,-87.857835,4.3,Illinois,Hodgkins,Lodge,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x880e497ec9fd13ed:0xbddf9c733b5375e0?authuser=-1&hl=en&gl=us
Midway Park Cabins And RV,"MIDWAY PARK CABINS AND RV, 17587 US-71, BOLES, AR 72926",34.7421934,-94.0767381,4.4,Arkansas,Boles,Lodge,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87cb3f8237673e9d:0x4ebcc68ad2960f15?authuser=-1&hl=en&gl=us
Walden Lodge,"WALDEN LODGE, 3610 WALDENS CREEK RD, SEVIERVILLE, TN 37862",35.7563171,-83.7205963,4.7,Tennessee,Sevierville,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x885c02805a84eb6f:0x26fa5a4df830e920?authuser=-1&hl=en&gl=us
Alta Ski Lifts,"ALTA SKI LIFTS, UT-210, ALTA, UT 84092",40.587897,-111.6386335,4.8,Utah,Alta,Resort,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8752708aaa6229dd:0x46a0fad522d25d79?authuser=-1&hl=en&gl=us
Steen Strawberry Farm House,"STEEN STRAWBERRY FARM HOUSE, 16218 VASHON HWY SW, VASHON, WA 98070",47.4595617,-122.4591586,3.6,Washington,Vashon,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x5490458dfe73a137:0x69427258e24763a9?authuser=-1&hl=en&gl=us
Cascade Vacation Rentals,"CASCADE VACATION RENTALS, 5335 MN-61, LUTSEN, MN 55612",47.6471427,-90.6756873,3.8,Minnesota,Lutsen,Lodge,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x52a63326cce0ac7f:0x91db8b1ff9782775?authuser=-1&hl=en&gl=us
Genesis House Inc,"GENESIS HOUSE INC, 1402 N INGLEWOOD ST, SILOAM SPRINGS, AR 72761",36.1962242,-94.5312813,4.2,Arkansas,Siloam Springs,Lodge,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87c9a29ad2af2965:0x2be6007aca0a49f3?authuser=-1&hl=en&gl=us
Dauphin Island Vacation Rentals by Vacasa,"DAUPHIN ISLAND VACATION RENTALS BY VACASA, 210 LEMOYNE DR, DAUPHIN ISLAND, AL 36528",30.2549236,-88.11210779999999,4.1,Alabama,Dauphin Island,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x889a2c6c7f63113b:0x2bfafbcd3caccfaa?authuser=-1&hl=en&gl=us
Elks Lodge,"ELKS LODGE, 205 ELKDOM CT, AUGUSTA, GA 30907",33.518611,-82.0550453,4.5,Georgia,Augusta,Lodge,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f9d29614586043:0x33352c00e1e3f0ea?authuser=-1&hl=en&gl=us
Hidden Valley Lake Corporation,"HIDDEN VALLEY LAKE CORPORATION, 2114 DESIGN RD, NUNNELLY, TN 37137",35.9176474,-87.51314239999999,3.5,Tennessee,Nunnelly,Resort,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8864aaee5d7065cb:0xac2948b192ec69a0?authuser=-1&hl=en&gl=us
Paradise Pointe RV Resort,"PARADISE POINTE RV RESORT, UNNAMED ROAD, BLYTHE, CA 92225",33.8517374,-114.531502,4.1,California,Blythe,Resort,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d113f793046f23:0x91f4960b11bbe18d?authuser=-1&hl=en&gl=us
Awesome Massage & SPA,"AWESOME MASSAGE & SPA, 6601 W SAM HOUSTON PKWY S C, HOUSTON, TX 77072",29.7073996,-95.556165,4.0,Texas,Houston,Resort,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8640c2cde1ae8489:0xfa39e13446d25e58?authuser=-1&hl=en&gl=us
Inlet condo,"INLET CONDO, 257 MINORCA BEACH WAY, NEW SMYRNA BEACH, FL 32169",29.0637262,-80.9097982,4.7,Florida,New Smyrna Beach,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7299d4d5e2bbf:0xe410b4f77395b062?authuser=-1&hl=en&gl=us
Skull Ridge,"SKULL RIDGE, GRAFORD, TX 76449",32.8545983,-98.4807882,4.3,Texas,,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x86522b3442d6cee3:0xc18ed0846704b5e9?authuser=-1&hl=en&gl=us
Echo Valley,"ECHO VALLEY, GRAFORD, TX 76449",32.856482,-98.4835267,4.4,Texas,,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x86522b3525de84f3:0x828e7b5ae3d870eb?authuser=-1&hl=en&gl=us
Cottage Inn,"COTTAGE INN, 2116 ADAMS AVE, LA GRANDE, OR 97850",45.3204701,-118.0819248,2.5,Oregon,La Grande,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x54a3777241126f71:0x33a62d83e18858c6?authuser=-1&hl=en&gl=us
Opa's Taylor Hut,"OPA'S TAYLOR HUT, ALMONT, CO 81210",39.000678,-106.7491731,5.0,Colorado,,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x874010c9bce00075:0x7bdcc05bc3cabd3a?authuser=-1&hl=en&gl=us
Lakeview Apartments,"LAKEVIEW APARTMENTS, 2800 MASSEYVILLE RD, MACON, GA 31217",32.8547111,-83.5670221,3.4,Georgia,Macon,Lodge,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f155bea30cc485:0x7be185add38ba873?authuser=-1&hl=en&gl=us
Grand Valley Campgrounds,"GRAND VALLEY CAMPGROUNDS, W5855 53939, CO RD B, KINGSTON, WI 53939",43.6951588,-89.1325813,4.3,Wisconsin,,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8806c9758a3931d7:0xc6d70e929c660f9f?authuser=-1&hl=en&gl=us
Fishtrap Resort,"FISHTRAP RESORT, 5929 FISHTRAP LAKE RD, BOULDER JUNCTION, WI 54512",46.1334533,-89.58609,4.1,Wisconsin,Boulder Junction,Resort,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x4d55d962898354e1:0xd2f698dc432eecf5?authuser=-1&hl=en&gl=us
Motel 6 Port Arthur TX,"MOTEL 6 PORT ARTHUR TX, 3838 TX-73, PORT ARTHUR, TX 77642",29.926032,-93.943954,3.1,Texas,Port Arthur,Motel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x863eb0632ca0b5bb:0xf86415f39df4e6bd?authuser=-1&hl=en&gl=us
